epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,355.386,0.82558,0.35185,0.86813,0.99953,1,0.995,0.76215,0.97056,0.32246,0.93735,0.000247716,0.000247716,0.000247716
88,359.406,0.81399,0.33857,0.86373,0.99874,1,0.995,0.76466,0.97924,0.3242,0.94148,0.000231213,0.000231213,0.000231213
89,363.435,0.83795,0.35003,0.86582,0.99883,1,0.995,0.76516,0.98095,0.3256,0.9366,0.00021471,0.00021471,0.00021471
90,367.437,0.80558,0.33753,0.86435,0.9985,1,0.995,0.76359,0.96566,0.32106,0.93237,0.000198206,0.000198206,0.000198206
91,372.408,0.80592,0.32776,0.88151,0.99876,1,0.995,0.75357,0.98414,0.33956,0.93458,0.000181703,0.000181703,0.000181703
92,376.469,0.80153,0.32615,0.87653,0.99881,1,0.995,0.756,0.99135,0.33436,0.93758,0.0001652,0.0001652,0.0001652
93,380.555,0.7994,0.31874,0.87891,0.9986,1,0.995,0.75026,1.01115,0.33548,0.9476,0.000148696,0.000148696,0.000148696
94,384.905,0.79012,0.31344,0.88513,0.99882,1,0.995,0.75042,0.99443,0.32626,0.94179,0.000132193,0.000132193,0.000132193
95,389.158,0.79534,0.31899,0.88181,0.99875,1,0.995,0.7505,1.00123,0.32798,0.94318,0.00011569,0.00011569,0.00011569
96,393.395,0.78828,0.31639,0.87467,0.99874,1,0.995,0.75853,0.98891,0.3288,0.93843,9.91865e-05,9.91865e-05,9.91865e-05
97,397.575,0.77525,0.30731,0.88021,0.99864,1,0.995,0.75823,1.00047,0.3351,0.94328,8.26832e-05,8.26832e-05,8.26832e-05
98,401.806,0.77929,0.31192,0.87611,0.99867,1,0.995,0.762,0.98081,0.3276,0.93873,6.61799e-05,6.61799e-05,6.61799e-05
99,406.134,0.7833,0.31045,0.87042,0.99883,1,0.995,0.75673,0.98877,0.32624,0.94254,4.96766e-05,4.96766e-05,4.96766e-05
100,410.384,0.77791,0.30723,0.87817,0.9988,1,0.995,0.75545,0.99159,0.32659,0.94114,3.31733e-05,3.31733e-05,3.31733e-05
