epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,572.238,1.67424,0.58263,1.76669,0.99876,0.99792,0.995,0.74733,1.95098,0.55948,1.88031,0.000280723,0.000280723,0.000280723
86,579.049,1.69854,0.57714,1.75315,0.99672,0.99925,0.995,0.74602,1.9959,0.55404,1.89499,0.00026422,0.00026422,0.00026422
87,585.9,1.65794,0.58105,1.74285,0.99378,0.9996,0.995,0.75579,1.96049,0.55648,1.88232,0.000247716,0.000247716,0.000247716
88,592.638,1.66541,0.57205,1.73824,0.99551,0.99909,0.995,0.74909,1.99504,0.55612,1.90243,0.000231213,0.000231213,0.000231213
89,599.374,1.69597,0.58818,1.74068,0.99949,0.98995,0.99491,0.75591,1.99687,0.56311,1.89321,0.00021471,0.00021471,0.00021471
90,606.117,1.62414,0.56483,1.73737,1,0.9895,0.99492,0.75827,1.93463,0.55703,1.88495,0.000198206,0.000198206,0.000198206
91,613.607,1.63812,0.54616,1.77435,0.9955,0.99882,0.995,0.75459,1.95698,0.55033,1.88132,0.000181703,0.000181703,0.000181703
92,620.487,1.61883,0.54038,1.75442,0.99615,0.99943,0.995,0.7551,1.95894,0.54981,1.88638,0.0001652,0.0001652,0.0001652
93,627.151,1.6279,0.5318,1.76825,0.99859,0.99979,0.995,0.75204,2.02486,0.5674,1.91327,0.000148696,0.000148696,0.000148696
94,633.814,1.61084,0.52294,1.77679,0.99788,0.98927,0.99491,0.76041,1.95798,0.55366,1.88229,0.000132193,0.000132193,0.000132193
95,640.44,1.58966,0.53001,1.76542,0.97671,0.98895,0.99464,0.75657,1.97379,0.56878,1.89352,0.00011569,0.00011569,0.00011569
96,647.199,1.58041,0.52439,1.75345,0.99796,0.98919,0.99491,0.75998,1.9746,0.55547,1.89348,9.91865e-05,9.91865e-05,9.91865e-05
97,653.811,1.56738,0.51501,1.76502,1,0.99473,0.995,0.76054,1.95885,0.54842,1.88667,8.26832e-05,8.26832e-05,8.26832e-05
98,660.52,1.56325,0.51186,1.75421,0.99886,1,0.995,0.76099,1.95685,0.54325,1.88576,6.61799e-05,6.61799e-05,6.61799e-05
99,667.228,1.55773,0.50513,1.7444,0.99686,0.98972,0.99491,0.75896,1.97017,0.55598,1.89374,4.96766e-05,4.96766e-05,4.96766e-05
100,673.86,1.56317,0.50613,1.75982,0.9944,0.99938,0.995,0.7588,1.96081,0.54649,1.88891,3.31733e-05,3.31733e-05,3.31733e-05
